,County,State,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14
658,Lake County,IL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,185.0,540.0,1124.0,1767.0,2540.0,3080.0
659,LaSalle County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,17.0,25.0,39.0,46.0
660,Lawrence County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
661,Lee County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,18.0,20.0
662,Livingston County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,14.0,17.0,18.0,20.0
663,Logan County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0
664,McDonough County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0
665,McHenry County,IL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,27.0,81.0,198.0,279.0,419.0,538.0
666,McLean County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,69.0,82.0,87.0,92.0
667,Macon County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,47.0,96.0,103.0
668,Macoupin County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,17.0,24.0,30.0
669,Madison County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,89.0,151.0,235.0,306.0
670,Marion County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,17.0,25.0,26.0
671,Marshall County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0
672,Mason County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,7.0
673,Massac County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0
674,Menard County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0
675,Mercer County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,7.0
676,Monroe County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,35.0,50.0,60.0,64.0
677,Montgomery County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,21.0,23.0
678,Morgan County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,11.0,14.0,18.0
679,Moultrie County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0
680,Ogle County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,29.0,71.0,105.0
681,Peoria County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,15.0,34.0,54.0,68.0
682,Perry County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0
683,Piatt County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,7.0
684,Pike County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
685,Pope County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,Pulaski County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,13.0,17.0
687,Putnam County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,Randolph County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,46.0,68.0,109.0
689,Richland County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
690,Rock Island County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,73.0,154.0,247.0,323.0
691,St. Clair County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,55.0,144.0,239.0,330.0,403.0
692,Saline County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0
693,Sangamon County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,18.0,39.0,54.0,76.0,113.0
694,Schuyler County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
695,Scott County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Shelby County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,10.0
697,Stark County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
698,Stephenson County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,9.0,13.0,16.0
699,Tazewell County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,21.0,30.0,37.0
700,Union County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0
701,Vermilion County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,10.0,14.0
702,Wabash County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
703,Warren County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,50.0
704,Washington County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,7.0,8.0
705,Wayne County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
706,White County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
707,Whiteside County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,23.0,30.0,49.0,67.0
708,Will County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,67.0,384.0,1010.0,1494.0,1885.0,2173.0
709,Williamson County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,12.0,19.0,25.0
710,Winnebago County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,24.0,66.0,121.0,252.0,343.0
711,Woodford County,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,11.0,11.0,11.0
713,Adams County,IN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,7.0
714,Allen County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,46.0,105.0,224.0,343.0,486.0
715,Bartholomew County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,83.0,116.0,146.0,232.0
716,Benton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0
717,Blackford County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,7.0
718,Boone County,IN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,32.0,84.0,136.0,166.0,183.0
719,Brown County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,14.0,14.0,15.0
720,Carroll County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,7.0,18.0
721,Cass County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,37.0,138.0,1025.0
722,Clark County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,49.0,96.0,143.0,188.0,277.0
723,Clay County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,19.0,19.0
724,Clinton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,20.0,32.0
725,Crawford County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,13.0,16.0
726,Daviess County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,38.0,45.0
727,Dearborn County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,52.0,61.0,72.0,85.0
728,Decatur County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,59.0,107.0,160.0,178.0,194.0
729,DeKalb County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,13.0,15.0
730,Delaware County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,49.0,85.0,121.0,147.0
731,Dubois County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,14.0,16.0,18.0
732,Elkhart County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,56.0,123.0,185.0,247.0
733,Fayette County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,19.0,20.0,22.0,25.0
734,Floyd County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,34.0,88.0,125.0,149.0,164.0
735,Fountain County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,8.0,9.0
736,Franklin County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,45.0,64.0,75.0,91.0,94.0
737,Fulton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,23.0
738,Gibson County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,5.0,6.0
739,Grant County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,26.0,45.0,101.0,117.0
740,Greene County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,36.0,44.0,47.0
741,Hamilton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,207.0,395.0,520.0,624.0,720.0
742,Hancock County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,37.0,100.0,127.0,151.0,183.0
743,Harrison County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,51.0,61.0,105.0,121.0
744,Hendricks County,IN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,28.0,116.0,256.0,378.0,518.0,643.0
745,Henry County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,24.0,29.0,34.0
746,Howard County,IN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,24.0,42.0,61.0,75.0,152.0
747,Huntington County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,9.0
748,Jackson County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,53.0,77.0,97.0,118.0
749,Jasper County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,16.0,19.0,24.0,29.0
750,Jay County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,9.0,12.0
751,Jefferson County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,15.0,21.0,26.0
752,Jennings County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,45.0,63.0,64.0,72.0
753,Johnson County,IN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,42.0,126.0,248.0,358.0,456.0,538.0
754,Knox County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,16.0,18.0,20.0
755,Kosciusko County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,21.0,23.0,29.0
756,LaGrange County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,18.0,23.0
757,Lake County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,215.0,525.0,978.0,1292.0,1586.0
758,LaPorte County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,30.0,112.0,144.0,192.0
759,Lawrence County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,56.0,74.0,83.0,93.0
760,Madison County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,62.0,146.0,283.0,351.0,396.0
761,Marion County,IN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,484.0,1304.0,2415.0,3320.0,4263.0,4926.0
762,Marshall County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,20.0,25.0,29.0
763,Martin County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0
764,Miami County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0,21.0,27.0,93.0
765,Monroe County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,61.0,102.0,118.0,120.0
766,Montgomery County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,19.0,25.0,27.0,35.0
767,Morgan County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,82.0,108.0,124.0,132.0
768,Newton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,38.0,46.0
769,Noble County,IN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,13.0,27.0,45.0,56.0
770,Ohio County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0
771,Orange County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,22.0,38.0,60.0
772,Owen County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,17.0,21.0,22.0,22.0
773,Parke County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,9.0,12.0
774,Perry County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0
775,Pike County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
776,Porter County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,93.0,143.0,193.0,215.0
777,Posey County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,8.0,9.0
778,Pulaski County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0
779,Putnam County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,30.0,43.0,53.0,58.0
780,Randolph County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,12.0,14.0
781,Ripley County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39.0,77.0,77.0,86.0,90.0
782,Rush County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,17.0,21.0,30.0
783,St. Joseph County,IN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,65.0,150.0,306.0,454.0,586.0
784,Scott County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,19.0,27.0,38.0
785,Shelby County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,61.0,86.0,125.0,184.0
786,Spencer County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0
787,Starke County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,11.0,15.0
788,Steuben County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,18.0,21.0
789,Sullivan County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,10.0,13.0
790,Switzerland County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,12.0,13.0,14.0
791,Tippecanoe County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,19.0,40.0,51.0,59.0,90.0
792,Tipton County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,10.0,14.0,18.0
793,Union County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0
794,Vanderburgh County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,49.0,71.0,96.0,119.0
795,Vermillion County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,7.0
796,Vigo County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,36.0,46.0,60.0,62.0
797,Wabash County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,10.0,22.0
798,Warren County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,11.0
799,Warrick County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,68.0,83.0
800,Washington County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,23.0,27.0,31.0,40.0
801,Wayne County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,21.0,30.0,33.0
802,Wells County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0
803,White County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,11.0,34.0
804,Whitley County,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,16.0,16.0
806,Adair County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
807,Adams County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,Allamakee County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,19.0,26.0,46.0,72.0
809,Appanoose County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
810,Audubon County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
811,Benton County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,20.0,24.0,27.0
812,Black Hawk County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,21.0,109.0,420.0,844.0
813,Boone County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,7.0
814,Bremer County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,34.0,45.0
815,Buchanan County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,11.0,12.0
816,Buena Vista County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0
817,Butler County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0
818,Calhoun County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,Carroll County,IA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,Cass County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
821,Cedar County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,19.0,23.0,27.0,28.0
822,Cerro Gordo County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,13.0,14.0,14.0,14.0
823,Cherokee County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
824,Chickasaw County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0
825,Clarke County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
826,Clay County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0
827,Clayton County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,8.0,13.0
828,Clinton County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,39.0,44.0,48.0
829,Crawford County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,14.0
830,Dallas County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,31.0,36.0,42.0,67.0,179.0
831,Davis County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,Decatur County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Delaware County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0
834,Des Moines County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,13.0,17.0
835,Dickinson County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0
836,Dubuque County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,22.0,31.0,39.0,52.0,87.0
837,Emmet County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,Fayette County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,16.0
839,Floyd County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Franklin County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
841,Fremont County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Greene County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
843,Grundy County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0
844,Guthrie County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0
845,Hamilton County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0
846,Hancock County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
847,Hardin County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0
848,Harrison County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,11.0,12.0,15.0,15.0
849,Henry County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,22.0,30.0,32.0
850,Howard County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0
851,Humboldt County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
852,Ida County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Iowa County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,13.0,18.0
854,Jackson County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,5.0
855,Jasper County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,23.0,55.0,91.0
856,Jefferson County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,6.0
857,Johnson County,IA,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,49.0,80.0,171.0,234.0,391.0,437.0
858,Jones County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,18.0,19.0
859,Keokuk County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0
860,Kossuth County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
861,Lee County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0
862,Linn County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,105.0,215.0,280.0,479.0,613.0
863,Louisa County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,166.0,251.0,267.0
864,Lucas County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,Lyon County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,9.0
866,Madison County,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0
